,title,rating,review_count,price,publishing_house,binding,number_of_pages,paper_type,language,release_date,height,width,illustrated,thickness
180,Дни нашей жизни,4.8,79.0,2350,Popcorn Books,мягкая обложка,400.0,оффсетная,русский,2020.0,209.0,141.0,нет,32.0
181,Кремлевская школа переговоров,4.8,12.0,3539,Эксмо,мягкая обложка,304.0,оффсетная,русский,2016.0,211.0,138.0,нет,17.0
182,Ангелы и демоны,4.7,7.0,1801,АСТ,мягкая обложка,640.0,газетная,русский,2022.0,180.0,116.0,нет,40.0
183,Буря мечей,4.0,4.0,3283,АСТ,твердый переплет,960.0,газетная,русский,2018.0,210.0,140.0,нет,40.0
184,Танец с драконами. Грезы и пыль,4.8,4.0,2999,АСТ,твердый переплет,544.0,газетная,русский,2019.0,206.0,133.0,нет,38.0
185,Ведьмак. Последнее желание. Меч предназначения,4.9,17.0,3438,АСТ,твердый переплет,672.0,типографская,русский,2020.0,207.0,132.0,нет,35.0
186,Книга о власти над собой,5.0,3.0,6769,Попурри,интегральный переплет,400.0,оффсетная,русский,2019.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
187,"Свобода от тревоги. Справься с тревогой, пока она не расправилась с тобой",5.0,19.0,3600,Питер,твердый переплет,368.0,оффсетная,русский,2018.0,211.0,148.0,нет,30.0
188,Воскресни за 40 дней,4.6,13.0,2688,АСТ,твердый переплет,272.0,типографская,русский,2020.0,207.0,144.0,нет,24.0
189,Сделай своего чудика Каруселькина,5.0,23.0,306,Фламинго,мягкая обложка,12.0,оффсетная,русский,2018.0,235.0,160.0,да,22.596082241301403
190,Прописи для левшей. Шаг 2. Учимся писать слова,5.0,1.0,537,АСТ,мягкая обложка,32.0,оффсетная,русский,2023.0,210.0,165.0,нет,22.596082241301403
191,Сказочная каллиграфия. Увлекательное чистописание,5.0,4.0,1375,Феникс,мягкая обложка,63.0,оффсетная,русский,2023.0,260.0,201.0,нет,4.0
192,Книжный вор,4.5,6.0,1525,Эксмо,мягкая обложка,357.2,газетная,русский,2022.0,182.0,117.0,нет,25.0
193,Японские свечи. Графический анализ финансовых рынков,4.9,8.0,6987,Альпина Паблишер,твердый переплет,290.0,оффсетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
194,Сёгун,4.8,4.0,8538,Иностранка,твердый переплет,1248.0,оффсетная,русский,2022.0,217.0,145.0,нет,52.0
195,Влюбленные в книги не спят в одиночестве,4.830314232902033,17.495748613678373,1250,АСТ,мягкая обложка,288.0,пухлая,русский,2023.0,165.0,106.0,нет,21.0
196,Моря и океаны. Детская энциклопедия,4.8,41.0,1742,Росмэн,твердый переплет,48.0,матовая,русский,2012.0,262.0,203.0,нет,7.0
197,Альфа-женщина. Подарочное издание,4.830314232902033,17.495748613678373,5218,АСТ,твердый переплет,256.0,оффсетная,русский,2023.0,240.0,167.0,нет,17.0
198,Физика без репетитора. Пособие для подготовки к сдаче ЕГЭ и вступительным экзаменам в вузы,5.0,2.0,1146,Хит-книга,мягкая обложка,576.0,газетная,русский,2019.0,200.0,126.0,нет,22.0
199,Акупрессура. Иллюстрированный атлас,5.0,5.0,1196,АСТ,мягкая обложка,39.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
200,Философия успеха. 17 оригинальных лекций,5.0,1.0,1747,Попурри,мягкая обложка,176.0,оффсетная,русский,2022.0,210.0,125.0,нет,8.0
201,Русская литература для всех. От Гоголя до Чехова. Классное чтение!,4.830314232902033,17.495748613678373,1634,Азбука,мягкая обложка,544.0,газетная,русский,2022.0,180.0,115.0,нет,21.0
202,Тренажер по исправлению почерка на основе росчерков и скорописи для старшеклассников. 2 ступень,5.0,8.0,794,5 за знания,мягкая обложка,32.0,оффсетная,русский,2018.0,235.0,165.0,нет,2.0
203,Человек-невидимка. Война миров,4.8,19.0,965,Азбука,твердый переплет,384.0,оффсетная,русский,2018.0,180.0,115.0,нет,22.596082241301403
204,Детский атлас мира с наклейками,5.0,4.0,1250,АСТ,мягкая обложка,16.0,матовая,русский,2020.0,255.0,197.0,нет,1.0
205,Дом «Химавари»,4.6,12.0,3010,Popcorn Books,мягкая обложка,384.0,оффсетная,русский,2023.0,235.0,162.0,нет,33.0
206,Искусство мыслить масштабно,4.9,11.0,4490,Попурри,твердый переплет,288.0,оффсетная,русский,2023.0,206.0,146.0,нет,16.0
207,Не дай мне упасть,5.0,5.0,3313,Эксмо,твердый переплет,512.0,оффсетная,русский,2020.0,207.0,13.0,нет,31.0
208,Как завоевывать друзей и оказывать влияние на людей,5.0,7.0,4700,Попурри,твердый переплет,368.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
209,Лавр. Неисторический роман,4.9,17.0,4037,АСТ,твердый переплет,448.0,оффсетная,русский,2015.0,207.0,136.0,нет,24.0
210,Семь мужей Эвелин Хьюго,4.5,8.0,2780,Эксмо,твердый переплет,448.0,оффсетная,русский,2022.0,206.0,132.0,нет,29.0
211,Начало после конца. Том 1,5.0,2.0,3731,Freedom,твердый переплет,192.0,матовая,русский,2023.0,230.0,170.0,нет,17.0
212,Среди тысячи слов,5.0,1.0,2863,Freedom,мягкая обложка,544.0,пухлая,русский,2023.0,190.0,118.0,нет,30.0
213,Химия. Весь школьный курс,5.0,6.0,5067,Попурри,твердый переплет,688.0,оффсетная,русский,2023.0,207.0,150.0,нет,38.0
214,"Отец. Как воспитать чемпионов в спорте, бизнесе и жизни",5.0,18.0,5468,АСТ,твердый переплет,256.0,оффсетная,русский,2019.0,212.0,138.0,нет,21.0
215,Выйди из зоны комфорта. Измени свою жизнь. 21 метод повышения личной эффективности,4.6,69.0,4806,"Манн, Иванов и Фербер",твердый переплет,144.0,оффсетная,русский,2021.0,212.0,146.0,нет,15.0
216,Деньги под контролем,4.9,7.0,8373,Диля,твердый переплет,480.0,оффсетная,русский,2019.0,223.0,147.0,нет,36.0
217,Холодное сердце. Лучший день лета,5.0,2.0,1950,Эксмодетство,твердый переплет,64.0,матовая,русский,2023.0,204.0,145.0,нет,10.0
218,Темная буря,4.9,7.0,2906,АСТ,твердый переплет,384.0,оффсетная,русский,2019.0,205.0,130.0,нет,23.0
219,Квартира на двоих,5.0,9.0,2564,АСТ,твердый переплет,352.0,оффсетная,русский,2022.0,200.0,130.0,нет,28.0
220,Введение в психоанализ,4.9,20.0,965,Азбука,твердый переплет,448.0,газетная,русский,2018.0,200.0,126.0,нет,30.0
221,Информатика,5.0,2.0,1950,Эксмо,мягкая обложка,176.0,оффсетная,русский,2021.0,263.0,200.0,нет,9.0
222,Психология народов и масс,5.0,5.0,1029,Эксмо,мягкая обложка,352.0,газетная,русский,2018.0,180.0,115.0,нет,1.0
223,"Книга женского счастья. Все, о чем мечтаю... Для тех, кто хочет от жизни большего",5.0,1.0,9391,Эксмо,твердый переплет,1008.0,оффсетная,русский,2022.0,267.0,172.0,нет,51.0
224,Корейский без репетитора. Самоучитель корейского языка,4.9,13.0,1623,Дом Славянской Книги,мягкая обложка,320.0,оффсетная,русский,2022.0,200.0,130.0,нет,13.0
225,"Словарь англо-русский, русско-английский. 35 тысяч слов",4.5,2.0,797,Юнвес,твердый переплет,448.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
