,title,rating,review_count,price,Издательство,ISBN,Переплет,Количество страниц,Бумага,Язык,Дата выхода,Высота издания,Ширина издания,Код товара,Unnamed: 14,Тираж,Иллюстрированная,Формат книги,Толщина издания,Производитель,Артикул,Количество листов,Формат,Крепление,Обложка,Отделка обложки,Плотность,Страна-производитель,Размер (Д×Ш×В),Упаковка,Год,Учебный период,Предметы,Бренд,Серия,Цвет,Материал,Типы материалов,Пол,Дополнительная информация,Количество в наборе,Возраст,Размер упаковки (Д×Ш×В),Торговая марка,Вид,Особенности,Продолжительность игры,Количество игроков,Комплектация,Вид лампы,Количество режимов,Световая температура,Световой поток,Мощность,Патрон,Тип питания,Разъёмы,Длина кабеля,Гарантия,Unnamed: 17,Цоколь
666,Материнская любовь,4.7,202.0,1380,АСТ,978-5-17-106242-2,мягкая обложка,320.0,газетная,русский,2018.0,165 мм,105 мм,1090795,,,нет,70x90/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Игры наследников,5.0,14.0,3313,Эксмо,978-5-04-118827-6,твердый переплет,416.0,офсетная,русский,2021.0,210 мм,144 мм,1986821,,7000 экземпляров,нет,60x84/16,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Хроники Брэдбери,,,5371,Fanzon,978-5-04-188939-5,твердый переплет,448.0,офсетная,русский,2023.0,217 мм,145 мм,3073087,,2000 экземпляров,,60×90/16,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"История, конца которой нет",5.0,12.0,3447,Махаон,978-5-389-06427-0,твердый переплет,496.0,офсетная,русский,2015.0,215 мм,149 мм,470627,,,нет,,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Революция надежды,5.0,1.0,1389,АСТ,978-5-17-145896-6,мягкая обложка,256.0,офсетная,русский,2022.0,180 мм,115 мм,2348416,,,нет,76x100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Парфюмер. История одного убийцы,4.6,30.0,1273,Азбука,978-5-389-12332-8,мягкая обложка,320.0,,русский,2023.0,180 мм,115 мм,793806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Набор держателей для книг «Germanium Solid»,,,2962,,,,,,,,,,2674429,,,,,,Brauberg,,,,,,,,Беларусь,"13 × 17 × 17,5 см",пакет,,,,,,черный,сталь,,,,,,14 × 18 × 19 см,,,,,,,,,,,,,,,,,,
673,Расколотое королевство,4.0,3.0,2782,АСТ,978-5-17-111226-4,твердый переплет,384.0,,русский,2018.0,200 мм,125 мм,1255862,,8000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Парни из старшей школы,4.2,10.0,3668,Эксмо,978-5-04-116933-6,твердый переплет,448.0,офсетная,русский,2020.0,,,1932884,,4000 экземпляров,нет,60x84/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Таро для начинающих. Практический курс,5.0,2.0,2802,Эксмо,978-5-04-115785-2,твердый переплет,368.0,офсетная,русский,2021.0,208 мм,138 мм,1998913,,3000 экземпляров,нет,84x108/32,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Человек, который смеется",4.8,20.0,1338,АСТ,978-5-17-091569-9,мягкая обложка,704.0,газетная,русский,2022.0,180 мм,115 мм,567893,,,нет,76x100/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Праздник, который всегда с тобой",5.0,3.0,1439,АСТ,978-5-17-087153-7,мягкая обложка,285.0,офсетная,русский,2014.0,180 мм,113 мм,479399,,,нет,76x100/32,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Паутина,5.0,4.0,2991,Эксмо,978-5-04-105537-0,твердый переплет,224.0,офсетная,русский,2019.0,207 мм,132 мм,1499045,,3000 экземпляров,нет,84x108/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Копирайтинг. Как не съесть собаку. Создаем тексты, которые продают",4.9,33.0,2517,Питер,"978-5-4461-0871-8, 978-5-496-00604-0, 978-5-459-01097-8",твердый переплет,256.0,офсетная,русский,2018.0,,,241428,,,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Уличный кот по имени Боб. Как человек и кот обрели надежду на улицах Лондона,4.8,18.0,2455,РИПОЛ классик,978-5-386-10742-0,мягкая обложка,384.0,газетная,русский,2018.0,180 мм,115 мм,1140867,,,нет,76x100/32,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
